points_rolling_avg,assists_rolling_avg,rebounds_rolling_avg,points_last_game,assists_last_game,rebounds_last_game,Home,Tm,Opp,rest_days,opp_avg_PTS_allowed,opp_avg_TRB_allowed,opp_avg_AST_allowed,matchup_pts,matchup_reb,matchup_ast
5.4,1.4,2.8,4.0,1.0,2.0,1,8,3,2.0,13.2,4.0,2.0,6.0,2.0,0.0
2.8,1.4,3.8,0.0,1.0,1.0,1,6,5,2.0,4.8,2.0,1.6,1.3181818181818181,1.7272727272727273,0.5909090909090909
31.6,8.4,5.0,40.0,4.0,6.0,1,8,3,2.0,12.0,2.8,4.6,26.0,6.0,10.0
18.8,4.4,2.8,20.0,6.0,2.0,1,5,6,3.0,5.2,4.0,2.2,9.0,2.0,5.0
5.6,3.6,3.8,4.0,5.0,3.0,1,14,16,3.0,13.2,4.8,5.0,7.388888888888889,3.2222222222222223,3.6666666666666665
5.6,0.6,1.2,0.0,0.0,1.0,1,6,5,2.0,8.8,3.0,1.2,17.0,3.0,3.0
21.2,3.8,9.2,27.0,5.0,7.0,1,22,1,2.0,8.4,3.4,2.8,16.842105263157894,7.842105263157895,2.4210526315789473
22.8,5.4,8.6,20.0,5.0,10.0,1,27,12,2.0,9.4,3.8,3.2,19.974358974358974,7.743589743589744,6.384615384615385
0.8,2.4,0.8,0.0,6.0,1.0,1,6,5,6.0,19.4,3.8,2.8,13.0,3.0,2.0
11.6,1.0,4.8,15.0,1.0,5.0,1,14,16,3.0,9.6,3.4,1.0,19.0,9.0,2.0
7.0,0.8,1.6,10.0,2.0,1.0,1,12,27,2.0,7.2,4.6,1.4,6.0,1.0,0.0
8.8,1.0,3.8,2.0,0.0,4.0,1,8,3,2.0,11.2,2.4,0.8,8.566666666666666,4.966666666666667,1.8666666666666667
6.2,2.2,3.2,4.0,4.0,3.0,1,5,6,3.0,7.8,2.8,1.6,7.1395348837209305,1.9069767441860466,1.5813953488372092
9.4,0.6,2.6,9.0,1.0,4.0,1,1,22,2.0,4.4,2.2,0.8,0.0,2.0,0.0
3.2,1.0,4.0,5.0,0.0,2.0,1,14,16,3.0,4.2,3.4,1.8,11.0,10.0,3.0
3.2,1.2,0.4,0.0,2.0,1.0,1,16,14,2.0,8.8,5.6,4.4,4.0,0.0,1.0
1.4,0.8,1.2,0.0,0.0,1.0,1,3,8,18.0,7.4,4.4,1.0,2.1176470588235294,1.1764705882352942,0.5294117647058824
9.4,3.2,3.2,11.0,5.0,4.0,1,27,12,10.0,13.0,7.0,1.4,7.125,3.7083333333333335,2.3333333333333335
4.8,1.8,4.0,7.0,3.0,4.0,1,12,27,2.0,9.0,4.0,2.2,8.222222222222221,3.388888888888889,3.5
20.4,6.0,6.4,27.0,10.0,6.0,1,1,22,2.0,12.4,4.6,1.8,32.0,15.0,4.0
35.0,7.0,3.4,42.0,9.0,2.0,1,22,1,2.0,21.2,4.0,8.0,33.0,4.0,12.0
5.6,1.6,2.2,14.0,2.0,4.0,1,27,12,2.0,13.4,4.4,2.8,7.7272727272727275,2.393939393939394,1.4545454545454546
7.6,4.0,3.8,2.0,3.0,4.0,1,5,6,15.0,10.0,1.8,1.2,17.0,4.0,2.0
21.4,3.6,7.0,16.0,6.0,5.0,1,1,22,2.0,6.0,2.2,2.4,9.0,2.0,3.0
8.2,3.6,4.0,7.0,1.0,3.0,1,6,5,2.0,12.2,4.6,0.6,11.179487179487179,3.5384615384615383,2.5641025641025643
5.4,2.4,1.4,10.0,4.0,1.0,1,3,8,2.0,6.8,1.0,2.8,2.0,1.0,0.0
3.0,0.8,3.0,12.0,0.0,5.0,1,12,27,4.0,11.4,6.4,2.8,7.0,3.0,2.0
12.6,6.4,7.2,15.0,6.0,7.0,1,3,8,2.0,7.6,2.8,4.2,11.0,8.0,10.0
0.4,0.4,2.0,0.0,0.0,3.0,1,5,6,3.0,16.4,5.6,2.2,0.0,2.0,0.0
13.8,3.0,7.4,28.0,2.0,7.0,1,22,1,2.0,8.8,3.8,3.0,12.0,4.0,1.0
24.2,2.8,4.4,21.0,4.0,4.0,1,14,16,3.0,6.8,3.0,1.0,26.555555555555557,6.388888888888889,2.9444444444444446
16.8,3.8,3.6,16.0,3.0,4.0,1,1,22,2.0,15.2,3.4,4.2,21.0,3.0,4.0
10.0,3.0,3.4,5.0,5.0,3.0,1,3,8,2.0,17.2,7.0,4.6,7.166666666666667,3.433333333333333,3.466666666666667
20.2,7.6,5.2,24.0,6.0,12.0,1,14,16,3.0,14.4,4.6,6.4,17.925,5.675,5.45
12.2,1.4,2.6,13.0,1.0,2.0,1,27,12,2.0,15.8,4.2,1.6,15.0,0.0,2.0
10.6,1.2,7.4,5.0,2.0,2.0,1,14,16,3.0,5.6,2.2,0.4,10.0,8.0,0.0
3.4,0.6,1.6,0.0,0.0,0.0,1,1,22,2.0,13.8,2.8,4.0,1.7307692307692308,0.9230769230769231,0.38461538461538464
34.0,4.6,13.8,35.0,6.0,14.0,1,16,14,2.0,10.2,4.2,1.2,37.0,11.0,4.0
16.6,4.2,2.2,22.0,2.0,1.0,1,14,16,3.0,8.8,4.6,1.2,9.710526315789474,2.9210526315789473,3.4473684210526314
2.4,1.4,2.4,5.0,1.0,3.0,1,12,27,2.0,9.0,3.8,1.8,4.0,5.0,0.0
10.8,0.8,3.4,10.0,0.0,3.0,1,5,6,3.0,4.6,1.8,1.2,15.0,2.0,3.0
3.8,1.4,4.2,4.0,0.0,4.0,1,1,22,2.0,9.6,3.2,1.2,17.0,4.0,2.0
23.2,10.6,6.2,14.0,10.0,5.0,1,12,27,2.0,16.8,5.8,3.8,24.0,12.0,7.0
29.8,6.4,2.2,24.0,6.0,1.0,1,5,6,3.0,10.2,7.4,3.0,15.0,0.0,6.0
8.6,2.2,3.6,9.0,4.0,5.0,1,22,1,2.0,16.4,6.4,3.0,8.090909090909092,3.090909090909091,1.4090909090909092
12.2,1.6,2.2,2.0,0.0,2.0,1,16,14,2.0,4.0,1.4,0.0,10.705882352941176,2.4705882352941178,1.3529411764705883
7.6,3.2,4.2,4.0,5.0,3.0,1,1,22,2.0,7.0,7.0,4.8,10.977272727272727,4.409090909090909,3.6818181818181817
17.0,1.4,3.0,9.0,0.0,2.0,1,8,3,2.0,10.0,3.2,2.4,21.0,4.0,2.0
9.8,1.4,4.4,17.0,1.0,3.0,1,8,3,2.0,8.2,2.6,1.2,16.0,2.0,0.0
6.8,2.8,1.0,10.0,4.0,2.0,1,8,3,2.0,4.6,1.8,1.8,5.0,0.0,0.0
7.2,0.8,3.2,0.0,0.0,0.0,1,14,16,3.0,16.4,5.2,4.6,9.88888888888889,3.888888888888889,0.8888888888888888
9.8,3.2,6.4,11.0,3.0,5.0,1,5,6,3.0,7.0,5.4,2.4,2.0,6.0,7.0
3.4,0.4,2.0,5.0,0.0,0.0,1,3,8,4.0,8.2,5.6,3.4,5.0,4.0,1.0
12.2,2.2,10.0,16.0,4.0,10.0,1,5,6,3.0,12.8,3.4,2.4,34.0,10.0,4.0
7.4,1.8,5.0,11.0,3.0,2.0,1,1,22,2.0,7.6,4.2,2.2,6.0,10.0,2.0
15.6,3.8,10.2,21.0,3.0,12.0,1,3,8,2.0,16.2,5.6,3.0,29.0,12.0,3.0
10.8,1.0,6.6,12.0,3.0,8.0,1,12,27,2.0,5.6,2.6,1.6,11.15,4.2,0.85
5.8,1.8,4.4,7.0,0.0,4.0,1,16,14,2.0,8.6,6.4,1.4,4.368421052631579,3.4210526315789473,1.4210526315789473
11.2,3.6,2.8,6.0,8.0,4.0,1,3,8,2.0,9.4,2.8,1.8,9.0,1.0,1.0
7.2,1.8,3.6,9.0,1.0,5.0,1,8,3,2.0,7.6,5.2,1.8,12.157894736842104,2.6842105263157894,1.631578947368421
11.5,3.25,1.25,3.0,1.0,2.0,1,6,5,2.0,11.4,2.4,2.0,11.5,1.25,3.25
10.4,2.0,10.2,9.0,2.0,15.0,1,5,6,3.0,14.0,6.8,2.8,11.0,9.0,0.0
27.0,8.4,6.2,22.0,7.0,3.0,1,16,14,2.0,6.6,2.2,2.2,4.0,2.0,6.0
27.8,7.0,2.6,26.0,7.0,2.0,1,5,6,3.0,4.8,3.4,2.2,16.0,4.0,9.0
16.4,3.8,2.0,14.0,2.0,4.0,1,27,12,2.0,10.6,2.8,2.2,21.0,3.0,4.0
13.2,2.4,11.8,16.0,5.0,13.0,1,8,3,2.0,17.2,8.2,5.6,15.0,22.0,3.0
4.6,3.8,3.0,3.0,4.0,1.0,1,22,1,2.0,10.2,3.4,2.2,5.0,3.0,3.0
9.4,2.4,6.2,11.0,1.0,9.0,1,3,8,2.0,10.6,3.0,1.8,8.0,5.0,2.0
24.6,4.6,6.4,28.0,4.0,6.0,1,1,22,2.0,12.6,3.4,1.4,23.0,7.0,4.0
4.5,0.25,4.5,4.0,0.0,2.0,1,6,5,2.0,3.6,3.6,2.4,4.5,4.5,0.25
8.4,0.8,3.0,4.0,2.0,3.0,1,6,5,2.0,7.6,4.0,1.4,4.0,4.0,1.0
8.0,3.8,4.2,13.0,3.0,5.0,1,16,14,2.0,11.2,5.0,2.4,5.0,2.0,3.0
7.0,0.6,2.6,4.0,1.0,2.0,1,27,12,2.0,10.8,5.8,2.4,21.0,7.0,3.0
19.6,3.2,6.0,21.0,2.0,9.0,1,12,27,2.0,21.8,11.8,3.4,16.153846153846153,4.538461538461538,2.5384615384615383
3.8,0.6,4.6,2.0,0.0,1.0,1,22,1,2.0,6.4,2.6,1.2,3.0,2.8333333333333335,0.3055555555555556
3.4,1.8,2.6,8.0,1.0,2.0,1,16,14,2.0,10.6,4.4,3.2,3.0,3.0,2.0
26.6,5.2,9.0,29.0,7.0,6.0,1,18,7,5.0,12.0,4.4,3.0,23.266666666666666,7.866666666666666,4.933333333333334
10.6,4.0,2.2,9.0,2.0,0.0,1,23,24,2.0,14.2,2.2,3.6,9.0,0.0,2.0
12.2,6.2,3.6,19.0,5.0,1.0,1,11,28,2.0,7.2,2.8,2.8,10.852941176470589,3.4411764705882355,5.088235294117647
1.6,0.0,1.4,6.0,0.0,3.0,1,7,18,2.0,15.8,6.4,2.6,0.0,0.0,0.0
19.2,5.6,9.0,8.0,7.0,10.0,1,10,19,2.0,15.0,7.4,3.2,12.0,9.0,3.0
5.2,1.4,0.8,3.0,1.0,0.0,1,10,19,2.0,10.234234234234235,3.772972972972973,2.344144144144144,4.222222222222222,0.9444444444444444,1.1944444444444444
3.6,0.2,0.6,6.0,0.0,0.0,1,20,16,2.0,6.2,5.0,1.6,1.5384615384615385,1.0,0.07692307692307693
9.2,2.4,7.2,6.0,1.0,5.0,1,21,9,2.0,10.2,7.8,3.8,10.578947368421053,7.315789473684211,2.473684210526316
19.4,7.4,4.2,17.0,9.0,4.0,1,11,28,2.0,8.6,2.8,3.2,17.775510204081634,3.5918367346938775,8.53061224489796
24.8,3.2,11.8,30.0,1.0,14.0,1,26,14,3.0,10.6,6.4,2.0,19.0,12.0,3.0
11.4,1.2,12.2,8.0,2.0,15.0,1,28,11,2.0,16.0,5.4,4.8,11.175,11.9,1.55
0.0,0.0,0.4,0.0,0.0,0.0,1,20,16,2.0,10.234767025089607,4.186379928315413,2.3440860215053765,1.263157894736842,0.42105263157894735,0.0
11.4,4.0,3.2,0.0,2.0,3.0,1,4,29,2.0,12.8,2.4,4.6,6.0,0.0,1.0
7.6,0.6,3.6,14.0,1.0,3.0,1,16,20,1.0,9.487544483985765,4.144128113879003,2.202846975088968,9.0,1.0,2.0
6.2,1.8,4.4,5.0,1.0,4.0,1,16,20,1.0,12.8,3.4,1.6,4.368421052631579,3.4210526315789473,1.4210526315789473
12.0,1.6,8.4,14.0,3.0,11.0,1,14,26,1.0,8.6,5.6,0.2,4.0,4.0,1.0
2.0,0.2,1.2,2.0,0.0,0.0,1,16,20,9.0,8.4,3.0,2.2,0.0,0.0,0.0
13.2,1.2,4.8,41.0,3.0,14.0,1,20,16,2.0,10.234767025089607,4.186379928315413,2.3440860215053765,0.0,3.0,0.0
2.8,1.0,0.8,0.0,0.0,0.0,1,14,26,17.0,4.8,5.6,0.8,0.0,0.0,0.0
9.6,3.0,2.6,5.0,0.0,0.0,1,0,8,2.0,12.6,2.0,5.4,9.0,1.0,3.0
1.4,0.6,0.6,0.0,2.0,1.0,1,16,20,11.0,9.487544483985765,4.144128113879003,2.202846975088968,0.0,1.0,0.0
13.0,1.2,3.8,17.0,2.0,5.0,1,0,8,2.0,2.4,2.0,0.8,7.0,5.0,3.0
7.4,1.2,3.0,13.0,1.0,2.0,1,11,28,2.0,11.132958801498127,3.99250936329588,2.6816479400749063,8.2,3.3333333333333335,1.2666666666666666
20.0,3.0,5.4,17.0,6.0,8.0,1,9,21,3.0,4.6,3.0,3.0,17.558139534883722,4.5813953488372094,2.3488372093023258
5.6,0.8,7.6,6.0,0.0,13.0,1,18,7,3.0,10.4,6.0,1.0,21.0,9.0,1.0
26.0,4.0,7.2,0.0,0.0,0.0,1,14,26,3.0,14.4,8.4,3.8,0.0,0.0,0.0
12.6,2.0,3.4,17.0,1.0,6.0,1,9,21,3.0,6.2,2.6,1.4,9.069767441860465,2.1627906976744184,1.1162790697674418
2.4,0.4,0.8,7.0,1.0,3.0,1,25,17,2.0,5.4,3.6,1.2,8.0,5.0,1.0
0.4,0.0,0.6,2.0,0.0,0.0,1,7,18,33.0,22.4,3.4,4.4,0.625,0.5,0.0
2.0,0.2,1.6,0.0,0.0,4.0,1,7,18,9.0,3.6,0.8,1.2,0.0,0.0,0.0
12.0,2.2,3.6,8.0,0.0,3.0,1,17,25,2.0,13.6,5.8,1.8,7.0,3.0,1.0
7.0,1.0,2.6,8.0,2.0,0.0,1,8,0,1.0,5.2,3.2,0.8,2.0,5.0,0.0
7.0,1.6,3.8,11.0,2.0,6.0,1,29,4,2.0,7.8,2.6,1.6,0.0,4.0,2.0
3.0,0.4,0.8,0.0,0.0,0.0,1,19,10,2.0,18.0,5.2,5.4,2.736842105263158,0.7894736842105263,0.42105263157894735
0.0,0.0,1.0,0.0,0.0,1.0,1,26,14,89.0,8.8,3.8,2.0,0.0,1.0,0.0
28.0,7.8,5.2,37.0,5.0,4.0,1,23,24,2.0,22.8,5.4,4.2,37.0,4.0,5.0
20.0,1.8,7.6,31.0,2.0,8.0,1,29,4,2.0,10.4,2.2,2.8,15.090909090909092,5.818181818181818,2.4242424242424243
17.6,2.8,5.0,12.0,1.0,2.0,1,26,14,2.0,9.8,3.4,2.0,13.0,4.0,6.0
6.6,2.4,3.4,13.0,2.0,3.0,1,9,21,3.0,6.2,2.2,1.6,11.705882352941176,3.2745098039215685,1.6862745098039216
5.428571428571429,1.7142857142857142,4.285714285714286,4.0,1.0,5.0,1,0,8,2.0,14.6,3.4,5.0,5.428571428571429,4.285714285714286,1.7142857142857142
14.8,0.6,6.8,12.0,0.0,11.0,1,28,11,2.0,16.6,4.6,3.6,19.289473684210527,6.2105263157894735,1.6842105263157894
7.6,2.0,5.2,5.0,2.0,1.0,1,9,21,3.0,11.2,3.8,2.6,4.0,2.576923076923077,1.1538461538461537
2.2,1.0,1.0,5.0,1.0,2.0,1,25,17,2.0,28.2,4.6,5.4,3.6875,2.5,1.3125
18.6,3.6,3.0,17.0,1.0,2.0,1,18,7,3.0,10.0,2.8,2.4,24.0,6.0,9.0
10.2,2.2,5.4,3.0,2.0,4.0,1,23,24,2.0,14.8,4.6,2.0,3.0,4.0,2.0
16.0,2.6,3.0,18.0,1.0,3.0,1,26,14,2.0,13.6,4.4,4.4,21.0,2.0,5.0
40.2,5.2,4.6,29.0,9.0,6.0,1,20,16,2.0,11.8,3.0,1.8,21.0,4.0,2.0
5.0,1.0,3.2,11.0,0.0,4.0,1,8,0,1.0,12.2,4.4,3.2,13.0,2.0,2.0
16.6,7.0,2.4,14.0,3.0,3.0,1,9,21,3.0,0.8,1.2,0.6,22.714285714285715,4.5,6.142857142857143
5.8,2.6,3.4,0.0,4.0,1.0,1,28,11,2.0,8.0,4.4,4.0,6.1,4.8,1.775
11.0,7.6,3.8,12.0,6.0,4.0,1,28,11,2.0,6.0,2.2,1.6,6.4523809523809526,2.9047619047619047,5.523809523809524
16.0,3.8,2.0,13.0,3.0,0.0,1,23,24,2.0,7.2,2.0,2.2,13.0,0.0,3.0
25.4,4.6,3.6,22.0,3.0,1.0,1,23,24,2.0,12.6,3.6,2.6,22.0,1.0,3.0
3.0,0.0,0.2,0.0,0.0,0.0,1,25,17,2.0,12.2,4.8,1.8,0.0,1.0,0.0
9.4,1.0,7.2,12.0,1.0,9.0,1,10,19,2.0,4.4,1.8,2.2,7.0,5.0,1.0
14.4,3.8,4.2,14.0,3.0,3.0,1,9,21,3.0,9.2,4.2,0.6,9.368421052631579,4.605263157894737,3.3684210526315788
6.0,2.0,6.2,2.0,1.0,4.0,1,9,21,3.0,10.2,3.4,2.2,5.155555555555556,6.911111111111111,1.8666666666666667
15.4,8.2,3.6,10.0,2.0,5.0,1,14,26,7.0,14.0,9.4,4.6,21.0,4.0,12.0
14.0,5.0,3.6,12.0,4.0,4.0,1,28,11,2.0,7.8,5.4,1.4,16.45,3.575,5.775
11.6,5.2,3.6,5.0,5.0,6.0,1,9,21,3.0,12.8,2.6,5.0,20.0,2.0,7.0
8.4,4.2,3.0,2.0,6.0,1.0,1,11,28,2.0,20.8,2.6,4.4,9.83673469387755,2.63265306122449,4.510204081632653
13.4,2.6,4.0,14.0,5.0,3.0,1,17,25,2.0,9.2,4.0,2.8,17.0,2.0,3.0
4.0,0.8,1.4,0.0,3.0,3.0,1,4,29,2.0,4.6,2.6,1.2,0.0,0.0,0.0
3.4,1.4,4.4,4.0,2.0,4.0,1,8,0,1.0,4.6,6.2,3.4,2.0,12.0,3.0
8.6,1.4,7.2,11.0,0.0,7.0,1,10,19,2.0,6.2,2.8,3.2,4.0,5.0,3.0
8.0,0.4,1.4,9.0,0.0,3.0,1,28,11,2.0,21.8,4.8,4.0,9.275,2.6,1.25
14.0,1.4,2.0,6.0,3.0,1.0,1,20,16,2.0,8.2,5.8,3.0,7.0,3.0,1.0
7.6,2.4,2.0,19.0,2.0,1.0,1,4,29,2.0,7.8,7.8,1.2,11.823529411764707,3.0,2.5294117647058822
9.6,0.6,11.4,1.0,0.0,10.0,1,23,24,2.0,14.0,5.0,1.6,1.0,10.0,0.0
15.2,4.2,4.6,10.0,6.0,6.0,1,26,14,2.0,13.4,3.8,3.4,20.0,4.0,4.0
10.6,4.6,14.6,16.0,6.0,15.0,1,20,16,2.0,9.2,5.0,2.8,16.0,12.0,2.0
9.8,4.6,2.4,7.0,7.0,3.0,1,17,25,2.0,5.0,2.0,0.4,0.0,1.0,0.0
30.2,9.2,4.4,22.0,15.0,3.0,1,8,0,1.0,19.8,6.0,5.6,29.0,6.0,11.0
25.2,12.2,8.6,28.0,17.0,13.0,1,7,18,2.0,11.8,5.8,3.6,27.0,13.0,10.0
7.0,2.4,5.0,20.0,2.0,7.0,1,20,16,2.0,8.0,5.6,2.0,4.0,8.0,1.0
15.8,1.0,3.8,16.0,0.0,1.0,1,24,23,2.0,11.6,2.6,4.6,16.0,1.0,0.0
13.6,3.2,10.8,16.0,4.0,16.0,1,17,25,2.0,7.2,8.6,2.4,9.0,7.0,3.0
3.8,1.4,6.0,2.0,1.0,7.0,1,23,24,2.0,4.6,5.2,2.2,2.0,7.0,1.0
1.6,1.4,2.0,0.0,2.0,1.0,1,20,16,11.0,6.2,3.4,1.4,0.0,0.0,0.0
5.2,1.0,2.6,10.0,0.0,2.0,1,26,14,2.0,4.0,2.2,1.0,4.0,1.0,0.0
19.6,9.2,15.0,16.0,5.0,7.0,1,25,17,2.0,22.2,7.6,2.6,27.0,12.0,5.0
15.4,5.2,7.0,23.0,4.0,4.0,1,0,8,2.0,14.2,4.0,1.6,20.0,10.0,2.0
4.8,0.4,2.0,10.0,0.0,3.0,1,0,8,2.0,15.8,3.2,3.0,2.8,1.5333333333333334,0.2
4.6,2.8,1.0,0.0,4.0,0.0,1,29,4,2.0,4.4,4.4,3.8,7.0,1.0,3.0
2.0,1.4,6.4,2.0,0.0,4.0,1,24,23,2.0,9.2,7.8,3.4,2.0,4.0,0.0
28.4,2.8,5.0,37.0,1.0,6.0,1,21,9,2.0,7.4,3.6,2.0,24.78787878787879,5.363636363636363,5.090909090909091
5.2,0.4,4.2,3.0,0.0,1.0,1,28,11,2.0,6.0,3.4,1.8,3.727272727272727,3.8181818181818183,0.7272727272727273
9.8,2.2,2.2,12.0,1.0,3.0,1,19,10,2.0,10.6,4.4,2.8,0.0,0.0,2.0
2.6,1.2,0.4,4.0,1.0,0.0,1,16,20,1.0,10.8,5.2,2.6,4.970588235294118,1.5588235294117647,1.2058823529411764
5.6,0.2,6.8,9.0,1.0,15.0,1,26,14,2.0,7.8,6.0,2.6,12.0,9.0,0.0
18.8,4.0,3.2,16.0,3.0,2.0,1,19,10,2.0,9.4,3.6,1.8,15.0,3.0,0.0
9.0,7.6,3.6,12.0,7.0,4.0,1,26,14,2.0,7.2,3.2,2.4,6.0,2.0,6.0
6.6,4.2,4.4,0.0,0.0,1.0,1,9,21,16.0,14.0,5.4,1.8,8.378378378378379,5.945945945945946,5.513513513513513
3.6,1.6,2.6,2.0,1.0,5.0,1,23,24,2.0,6.2,3.4,2.6,2.0,5.0,1.0
10.6,5.6,2.6,16.0,5.0,3.0,1,17,25,2.0,16.6,4.0,4.4,16.0,1.0,4.0
0.4,0.0,1.4,2.0,0.0,3.0,1,16,20,3.0,7.2,3.4,0.2,0.0,1.0,0.0
15.4,1.2,5.2,15.0,2.0,10.0,1,7,18,2.0,7.2,3.8,1.2,19.40909090909091,6.454545454545454,1.4545454545454546
4.6,2.0,1.6,0.0,3.0,1.0,1,19,10,2.0,17.8,4.8,5.0,7.155555555555556,1.4222222222222223,2.533333333333333
10.4,1.4,4.8,23.0,3.0,8.0,1,14,26,1.0,10.8,4.6,1.0,29.0,8.0,1.0
19.4,3.6,10.8,20.0,3.0,15.0,1,4,29,2.0,10.4,3.8,1.4,16.0,8.0,5.0
4.2,0.2,2.2,0.0,1.0,2.0,1,17,25,2.0,8.6,4.0,1.8,3.4,1.3,0.1
13.6,5.2,2.0,8.0,8.0,3.0,1,14,26,1.0,10.4,3.8,2.6,17.0,3.0,4.0
19.6,0.6,4.4,16.0,2.0,9.0,1,10,19,2.0,15.4,2.6,3.0,13.0,3.0,0.0
18.0,2.4,6.2,24.0,2.0,11.0,1,7,18,2.0,9.6,4.2,3.6,10.0,6.0,5.0
7.8,1.0,2.0,10.0,2.0,3.0,1,4,29,2.0,15.2,5.6,7.0,8.0,4.0,3.0
5.8,1.4,3.2,5.0,1.0,3.0,1,23,24,2.0,6.4,3.2,1.4,5.0,3.0,1.0
7.4,4.8,4.2,9.0,10.0,5.0,1,14,26,1.0,7.4,2.8,3.8,7.0,1.0,5.0
5.8,1.0,2.6,4.0,0.0,2.0,1,10,19,2.0,15.2,2.0,2.2,9.9375,3.21875,0.8125
8.0,1.8,2.8,0.0,2.0,4.0,1,16,20,1.0,10.2,3.2,1.4,10.705882352941176,2.4705882352941178,1.3529411764705883
1.2,0.0,0.4,3.0,0.0,2.0,1,26,14,3.0,8.0,3.4,1.2,0.0,0.0,0.0
10.6,5.0,4.2,3.0,4.0,5.0,1,29,4,2.0,12.0,2.6,3.2,11.0,3.0,6.0
7.0,1.4,4.0,3.0,0.0,3.0,1,9,21,3.0,6.0,3.6,0.8,6.5,3.4166666666666665,1.4166666666666667
3.0,0.6,0.6,0.0,0.0,0.0,1,21,9,2.0,7.6,1.2,2.8,3.75,1.2083333333333333,0.4583333333333333
6.4,0.6,2.8,14.0,0.0,3.0,1,0,8,2.0,5.0,1.2,0.4,8.0,2.0,0.0
17.0,2.2,3.0,19.0,5.0,2.0,1,8,0,1.0,12.0,4.0,1.2,19.0,2.0,1.0
20.4,8.0,4.0,19.0,7.0,4.0,1,25,17,2.0,14.0,3.2,3.8,27.0,8.0,9.0
1.8,0.4,1.0,0.0,0.0,1.0,1,16,20,3.0,9.6,2.4,3.6,0.0,0.0,0.0
9.8,1.4,9.2,12.0,3.0,7.0,1,4,29,2.0,8.4,3.4,0.8,0.0,3.0,0.0
6.2,3.2,1.0,2.0,5.0,2.0,1,8,0,1.0,14.6,3.0,2.6,5.0,2.0,3.0
7.6,1.2,4.4,5.0,2.0,8.0,1,14,26,1.0,14.6,5.0,7.0,9.88888888888889,3.888888888888889,0.8888888888888888
14.6,5.4,3.6,13.0,9.0,3.0,1,24,23,2.0,9.8,2.8,3.4,13.0,3.0,9.0
4.6,1.8,5.4,3.0,3.0,8.0,1,21,9,2.0,6.8,1.2,1.6,9.142857142857142,8.095238095238095,2.2857142857142856
6.4,1.4,3.8,6.0,3.0,3.0,1,29,4,2.0,9.4,2.4,3.4,4.857142857142857,4.642857142857143,1.0714285714285714
19.4,4.4,6.4,10.0,3.0,5.0,1,24,23,2.0,16.4,8.6,2.6,10.0,5.0,3.0
12.8,2.8,7.6,23.0,4.0,12.0,1,17,25,2.0,9.4,3.8,1.6,0.0,2.0,2.0
1.2,0.0,1.2,2.0,0.0,0.0,1,19,10,2.0,9.6,1.6,1.8,1.7894736842105263,1.8421052631578947,0.42105263157894735
3.8,0.6,2.2,9.0,0.0,4.0,1,17,25,2.0,14.2,2.8,2.4,4.8,1.5,0.5
14.0,0.6,2.2,7.0,1.0,1.0,1,18,7,7.0,15.6,4.0,2.0,25.0,1.0,1.0
17.4,5.6,7.0,9.0,6.0,6.0,1,21,9,2.0,3.4,2.2,1.0,22.31578947368421,7.157894736842105,4.947368421052632
3.2,0.4,1.0,3.0,1.0,1.0,1,14,26,7.0,13.8,2.6,1.8,4.0,3.0,1.0
15.0,4.6,3.8,19.0,3.0,4.0,1,29,4,2.0,15.4,3.4,2.0,25.0,6.0,3.0
8.0,1.4,5.0,12.0,3.0,7.0,1,8,0,1.0,8.4,1.8,1.2,16.0,1.0,1.0
6.0,1.2,4.8,6.0,2.0,6.0,1,18,7,3.0,12.0,7.2,2.2,2.0,1.0,0.0
9.2,4.6,1.6,20.0,6.0,3.0,1,18,7,3.0,13.6,3.0,2.8,9.62962962962963,1.962962962962963,4.111111111111111
0.0,0.0,2.0,0.0,0.0,0.0,1,26,14,3.0,6.6,6.6,2.6,0.0,2.0,0.0
27.2,3.0,4.2,37.0,2.0,5.0,1,14,26,1.0,12.8,2.4,4.2,19.0,2.0,4.0
11.6,2.0,2.6,6.0,5.0,1.0,1,4,29,2.0,7.4,5.6,4.2,3.0,3.0,2.0
14.4,8.2,11.6,26.0,11.0,13.0,1,19,10,2.0,4.8,3.4,2.6,12.0,4.0,7.0
3.4,1.4,2.0,0.0,3.0,3.0,1,20,16,2.0,9.0,6.4,1.0,3.8620689655172415,2.3448275862068964,0.9310344827586207
3.6,1.8,2.2,3.0,2.0,2.0,1,11,28,5.0,20.6,3.2,7.0,6.208333333333333,3.2291666666666665,1.4583333333333333
20.8,10.6,2.4,34.0,17.0,3.0,1,0,8,2.0,16.0,3.2,4.8,13.0,2.0,9.0
10.0,4.0,4.8,13.0,5.0,7.0,1,16,20,1.0,7.6,3.4,0.6,6.0,2.0,2.0
9.4,2.0,4.0,9.0,2.0,8.0,1,9,21,3.0,5.8,3.6,0.4,7.076923076923077,3.3846153846153846,1.7692307692307692
13.6,2.2,8.2,18.0,0.0,10.0,1,24,23,2.0,13.2,7.0,1.4,18.0,10.0,0.0
14.4,2.4,1.6,16.0,2.0,1.0,1,28,11,2.0,10.0,6.6,1.6,16.62962962962963,3.185185185185185,3.7777777777777777
10.4,1.0,6.0,15.0,3.0,15.0,1,19,10,2.0,11.6,3.2,1.4,6.533333333333333,5.833333333333333,1.0333333333333334
